,simulant_id,household_id_census,first_name_census,middle_initial_census,last_name_census,street_number_census,street_name_census,unit_number_census,city_census,state_census,zipcode_census,year,household_id_tax,first_name_tax,middle_initial_tax,last_name_tax,street_number_tax,street_name_tax,unit_number_tax,city_tax,state_tax,zipcode_tax,match,first_name_taxes,middle_initial_taxes,last_name_taxes,street_number_taxes,street_name_taxes,unit_number_taxes,city_taxes,state_taxes,zipcode_taxes
672,0_6891,0_2805,scott,j,diaz,94,north rock glen road,,anytown,WA,00000,2020.0,0_2805,scott,j,diaz,94,north rock glen road,,anytown,VT,00000,1,,,,,,,,,
673,0_6892,0_2805,jacqueline,v,diaz,94,north rock glen road,,anytown,WA,00000,2020.0,0_2805,jacqueline,v,diaz,94,north rock glen road,,anytown,WA,00000,1,,,,,,,,,
674,0_19219,0_7722,carolyn,j,rutherford,9010,essex avenue,,anytown,WA,00000,2020.0,0_7722,carolyn,j,rutherford,9010,essex avenue,,anytown,WA,00000,1,,,,,,,,,
675,0_19219,0_7722,carolyn,j,rutherford,9010,essex avenue,,anytown,WA,00000,2020.0,0_7722,carolyn,j,rutherford,9010,essex avenue,,anytown,WA,00000,1,,,,,,,,,
676,0_188,0_80,luke,s,stillwell,6226,beagle club rd,,anytown,WA,00000,2020.0,0_80,luke,s,stillwell,6226,beagle club rd,,anytown,WA,00000,1,,,,,,,,,
677,0_3319,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
678,0_3319,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
679,0_3319,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,melinda,r,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
680,0_3320,0_1345,meghan,a,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,meghan,a,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
681,0_3321,0_1345,nancy,n,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,nancy,n,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
682,0_3321,0_1345,nancy,n,cortijo,35440,n dearborn st,,anytown,WA,00000,2020.0,0_1345,nancy,n,cortijo,35440,n dearborn st,,anytown,WA,00000,1,,,,,,,,,
683,0_14558,0_5864,patty,c,kissell,26754,linda vista dr,,anytown,WA,00000,2020.0,0_5864,patty,c,kissell,26754,linda vista dr,,anytown,WA,00000,1,,,,,,,,,
684,0_14558,0_5864,patty,c,kissell,26754,linda vista dr,,anytown,WA,00000,2020.0,0_5864,patty,c,kissell,26754,linda vista dr,,anytown,WA,00000,1,,,,,,,,,
685,0_14559,0_5864,robert,a,kissell,26754,linda vista dr,,anytown,WA,00000,2020.0,0_5864,robert,a,kissell,26754,linda vista dr,,anytown,WA,00000,1,,,,,,,,,
686,0_14559,0_5864,robert,a,kissell,26754,linda vista dr,,anytown,WA,00000,2020.0,0_5864,robert,a,kissell,26754,linda vista dr,,anytown,WA,00000,1,,,,,,,,,
687,0_187,0_8294,mona,s,stillwell,91,lee street southwest,,anytown,WA,00000,2020.0,0_8294,mona,s,stillwell,91,lee street southwest,,anytown,WA,00000,1,,,,,,,,,
688,0_187,0_8294,mona,s,stillwell,91,lee street southwest,,anytown,WA,00000,2020.0,0_8294,mona,s,stillwell,91,lee street southwest,,anytown,WA,00000,1,,,,,,,,,
689,0_1442,0_583,betty,k,long,,tobacco flds dr,,anytown,WA,00000,2020.0,0_583,betty,k,long,,tobacco flds dr,,anytown,WA,00000,1,,,,,,,,,
690,0_2750,0_1115,lisa,j,foster,1285,detroit ave,,anytown,WA,0000o,2020.0,0_1115,lisa,j,foster,1285,detroit ave,,anytown,WA,00000,1,,,,,,,,,
691,0_2752,0_1115,michael,j,foster,1285,detroit ave,,anytown,WA,00000,2020.0,0_1115,michael,j,foster,1285,detroit ave,,anytown,WA,00000,1,,,,,,,,,
692,0_2752,0_1115,michael,j,foster,1285,detroit ave,,anytown,WA,00000,2020.0,0_1115,michael,j,foster,1285,detroit ave,,anytown,WA,00000,1,,,,,,,,,
693,0_16621,0_6710,lisa,e,watkins,5649,nolan cir,,anytown,GA,00000,2020.0,0_6710,lisa,e,watkins,5649,,,anytown,WA,00000,1,,,,,,,,,
694,0_189,0_81,teresa,a,bubier,1242,canal ln,,anytown,WA,00000,2020.0,0_81,teresa,a,bubier,1242,canal ln,,anytown,WA,00000,1,,,,,,,,,
695,0_193,0_81,charles,b,bubier,1242,canal ln,,anytown,WA,00000,2020.0,0_81,charles,b,bubier,1242,canal ln,,anytown,WA,00000,1,,,,,,,,,
696,0_193,0_81,charles,b,bubier,1242,canal ln,,anytown,WA,00000,2020.0,0_81,charles,b,bubier,1242,canal ln,,anytown,WA,00000,1,,,,,,,,,
697,0_5581,0_2276,gregory,j,dorsey,529,ne multnomah dr,,anytown,WA,00000,2020.0,0_2276,gregory,j,dorsey,529,ne multnomah dr,,anytown,WA,00000,1,,,,,,,,,
698,0_5582,0_2276,carolyn,v,dorsey,529,ne multnomah de,,anytown,WA,00000,2020.0,0_2276,carolyn,v,dorsey,529,ne multnomah dr,,anytown,WA,00000,1,,,,,,,,,
699,0_18281,0_7351,melissa,h,remacle,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,melissa,h,remacle,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
700,0_18281,0_7351,melissa,h,remacle,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,melissa,h,remacle,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
701,0_18282,0_7351,chad,g,,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,chad,g,remacle,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
702,0_18284,0_7351,stephen,i,remacle,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,stephen,i,remacle,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
703,0_18286,0_7351,karl,b,remacle,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,karl,b,remacle,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
704,0_18286,0_7351,karl,b,remacle,17203,harrier rd,,anytown,WA,00000,2020.0,0_7351,karl,b,e,17203,harrier rd,,anytown,WA,00000,1,,,,,,,,,
705,0_200,0_85,george,r,hicks,517,s franklin st,,anytown,WA,00000,2020.0,0_85,george,r,hicks,517,s franklin st,,anytown,WA,00000,1,,,,,,,,,
706,0_201,0_85,etta,p,hicks,517,s franklin st,,anytown,WA,00000,2020.0,0_85,etta,p,hicks,517,s franklin st,,anytown,WA,00000,1,,,,,,,,,
707,0_201,0_85,etta,p,hicks,517,s franklin st,,anytown,WA,00000,2020.0,0_85,etta,p,hicks,517,s franklin st,,anytown,WA,00000,1,,,,,,,,,
708,0_16015,0_6456,jimmy,k,cegelski,21,5th ave north,,anytown,WA,00000,2020.0,0_6456,jimmy,k,cegelski,21,5th ave north,,anytown,WA,00000,1,,,,,,,,,
709,0_17709,0_7130,charles,r,day,113,east 219 street,,anytown,WA,00000,2020.0,0_7130,charles,r,day,113,east 219 street,,anytown,WA,00000,1,,,,,,,,,
710,0_202,0_86,steven,b,holmes,2534,lincoln place,,anytown,WA,00000,2020.0,0_86,steven,b,holmes,2534,lincoln place,,anytown,WA,00000,1,,,,,,,,,
711,0_203,0_86,laura,m,holmes,2534,lincoln place,,anytown,WA,00000,2020.0,0_86,laura,m,holmes,2534,lincoln place,,anytown,WA,00000,1,,,,,,,,,
712,0_204,0_87,charles,c,harris,,woodland dr,,anytown,WA,00000,2020.0,0_87,charles,c,harris,,woodland dr,,anytown,WA,00000,1,,,,,,,,,
713,0_204,0_87,charles,c,harris,,woodland dr,,anytown,WA,00000,2020.0,0_87,charles,c,harris,,woodland dr,,anytown,WA,00000,1,,,,,,,,,
714,0_17580,0_7078,david,j,mayhew,7816,washington st s,,anytown,WA,00000,2020.0,0_7078,davey,j,mayhew,7816,washington st s,,anytown,WA,00000,1,,,,,,,,,
715,0_17581,0_7078,michelle,c,mayhew,7816,washington st s,,anytown,WI,00000,2020.0,0_7078,michelle,c,mayhew,7816,washington st s,,anytown,WA,00000,1,,,,,,,,,
716,0_17582,0_7078,c,c,mayhew,7816,washington st s,,anytown,WA,00000,2020.0,0_7078,angelina,c,mayhew,7816,washington st s,,anytown,WA,00000,1,,,,,,,,,
717,0_17582,0_7078,c,c,mayhew,7816,washington st s,,anytown,WA,00000,2020.0,0_7078,angelina,c,mayhew,7816,washington st s,,anytown,WA,00000,1,,,,,,,,,
718,0_206,0_88,paul,s,king,5395,s hilton,,anytown,WA,00000,2020.0,0_88,paul,s,king,5395,s hilton,,anytown,WA,00000,1,,,,,,,,,
719,0_4544,0_1854,norman,r,davis,138,prk st,,anytown,WA,00000,2020.0,0_1854,norman,r,dafis,138,prk st,,anytown,WA,00000,1,,,,,,,,,
720,0_4930,0_2019,william,c,deluca,2373,prospect street,,anytown,WA,00000,2020.0,0_2019,william,c,deluca,2373,prospect street,,anytown,WA,00000,1,,,,,,,,,
721,0_4931,0_2019,david,a,deluca,2373,prospect street,,anytown,WA,00000,2020.0,0_2019,david,a,deluca,2373,prospect street,,anytown,WA,00000,1,,,,,,,,,
722,0_4931,0_2019,david,a,deluca,2373,prospect street,,anytown,WA,00000,2020.0,0_2019,david,a,deluca,2373,prospect street,,anytown,WA,00000,1,,,,,,,,,
723,0_4932,0_2019,sean,m,deluca,2373,prospect street,,anytown,WA,00000,2020.0,0_2019,sean,m,deluca,2373,prospect street,,anytown,WA,00000,1,,,,,,,,,
724,0_4933,0_2019,elaine,a,deluca,2373,prospect street,,anytown,,00000,2020.0,0_2019,elaine,a,deluca,2373,prospect street,,anytown,WA,00000,1,,,,,,,,,
725,0_15633,0_6309,raymond,o,orozco,3800,34th av so,,anytown,WA,00000,2020.0,0_6309,raymond,o,orozco,3800,34th av so,,anytown,WA,00000,1,,,,,,,,,
726,0_15634,0_6309,rachel,c,orozco,3800,34th av so,,anytown,WA,00000,2020.0,0_6309,rachel,c,orozco,3800,34th av so,,anytown,WA,00000,1,,,,,,,,,
727,0_2344,0_946,margie,j,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_8606,margie,j,morino,306,main st,,anytown,,00000,1,,,,,,,,,
728,0_2344,0_946,margie,j,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_8606,margie,j,morino,306,main st,,anytown,WA,00000,1,,,,,,,,,
729,0_2346,0_946,sean,t,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_946,sean,t,morino,3240,louella ave,,anytown,WA,00000,1,,,,,,,,,
730,0_2347,0_946,matthew,b,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_946,matthew,b,morino,3240,louella ave,,anytown,WA,00000,1,,,,,,,,,
731,0_2348,0_946,april,s,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_946,april,s,morino,3240,louella ave,,anytown,WA,00000,1,,,,,,,,,
732,0_2348,0_946,april,s,morino,3240,louella ave,,anytown,WA,00000,2020.0,0_946,april,s,morino,3240,louella ave,,anytown,WA,00000,1,,,,,,,,,
733,0_14443,0_5813,jack,r,pearson,3801,bear cub lane,,anytown,WA,00000,2020.0,0_5813,jack,r,pearson,3801,bear cub lane,,anytown,WA,00000,1,,,,,,,,,
734,0_14443,0_5813,jack,r,pearson,3801,bear cub lane,,anytown,WA,00000,2020.0,0_5813,jack,r,pearson,3801,bear cub lane,,anytown,WA,00000,1,,,,,,,,,
735,0_14445,0_5813,nathan,m,pearson,3801,bear cub lane,,anytown,WA,00000,2020.0,0_5813,nathan,m,pearson,3801,bear cub lane,,anytown,WA,00000,1,,,,,,,,,
736,0_14446,0_5813,cameron,j,pearson,3801,bear cub lane,,anytown,WA,00000,2020.0,0_5813,cameron,j,pearson,3801,bear cub lane,,anytown,WA,00000,1,,,,,,,,,
737,0_7129,0_2908,hija,c,breiland,2253,bacon st,,anytown,WA,00000,2020.0,0_2908,maria,c,bdeiland,2253,bacon st,,anytown,WA,00000,1,,,,,,,,,
738,0_14175,0_5711,becky,l,landry,4425,southwest gage road,,anytown,WA,00000,2020.0,0_5711,becky,l,landry,4425,southwest gage road,,anytown,WA,00000,1,,,,,,,,,
739,0_14177,0_5711,scott,j,landry,4425,southwest gage road,,anytown,WA,00000,2020.0,0_5711,scott,j,landry,4425,southwest gage road,,anytown,WA,00000,1,,,,,,,,,
740,0_15086,0_6079,julie,b,james,6943,foxbridge cir s,,anytown,WA,00000,2020.0,0_6079,julie,b,james,6943,foxbridge cir s,,anytown,WA,00000,1,,,,,,,,,
741,0_15087,0_6079,samantha,,james,6943,foxbridge cir s,,anytown,WA,00000,2020.0,0_6079,samantha,r,james,6943,foxbridge cir s,,anytown,WA,00000,1,,,,,,,,,
742,0_212,0_92,keith,c,scott,734,hillview,,anytown,WA,00000,2020.0,0_92,keith,c,scott,,,,anytown,WA,00000,1,,,,,,,,,
743,0_213,0_92,anne,a,scott,734,hillview,,anytown,WA,00000,2020.0,0_92,anne,a,scott,,,,anytown,WA,00000,1,,,,,,,,,
744,0_13550,0_5454,nathan,m,carter,18413,vail rdg,,anytown,WA,00000,2020.0,0_5454,nathan,m,carter,18413,vail rdg,,anytown,WA,00000,1,,,,,,,,,
745,0_13551,0_5454,joanne,m,carter,18413,vail rdg,,anytown,WA,00000,2020.0,0_5454,joanne,m,carter,18413,vail rdg,,anytown,WA,00000,1,,,,,,,,,
746,0_13551,0_5454,joanne,m,carter,18413,vail rdg,,anytown,WA,00000,2020.0,0_5454,joanne,m,carter,18413,vail rdg,,anytown,WA,00000,1,,,,,,,,,
747,0_15278,0_6158,susan,m,levasseur,689,fremont ln,,anytowh,WA,00000,2020.0,0_2798,susan,m,levasseur,10,bellis fair pkwy,,anytown,WA,00000,1,,,,,,,,,
748,0_15278,0_6158,susan,m,levasseur,689,fremont ln,,anytowh,WA,00000,2020.0,0_2798,susan,m,levasseur,10,bellis fair pkwy,,anytown,WA,00000,1,,,,,,,,,
749,0_15279,0_6158,terrance,j,levasseur,689,fremont ln,,anytown,WA,00000,2020.0,0_6158,terrance,j,levasseur,689,fremont ln,,anytown,WA,00000,1,,,,,,,,,
750,0_15279,0_6158,terrance,j,levasseur,689,fremont ln,,anytown,WA,00000,2020.0,0_6158,terrance,j,levasseur,689,fremont ln,,anytown,WA,00000,1,,,,,,,,,
751,0_226,0_96,erik,r,wu,380,dalen st,,anytown,WA,00000,2020.0,0_96,erik,r,wu,380,dalen st,,anytown,WA,00000,1,,,,,,,,,
752,0_227,0_96,gina,r,wu,380,dalen st,,anytown,WA,00000,2020.0,0_96,gina,r,wu,380,dalen st,,anytown,WA,00000,1,,,,,,,,,
753,0_227,0_96,gina,r,wu,380,dalen st,,anytown,WA,00000,2020.0,0_96,gina,r,wu,380,dalen st,,anytown,WA,00000,1,,,,,,,,,
754,0_2728,0_1107,lori,d,sabal,8874,w riverside ave,,anytown,WA,00000,2020.0,0_1107,lori,d,sabal,8874,w riverside ave,,anytown,WA,00000,1,,,,,,,,,
755,0_2729,0_1107,melvin,j,saval,8874,w riverside ave,,anytown,WA,00000,2020.0,0_1107,melvin,j,sabal,8874,w riverside ave,,anytown,WA,00000,1,,,,,,,,,
756,0_2729,0_1107,melvin,j,saval,8874,w riverside ave,,anytown,WA,00000,2020.0,0_1107,melvin,j,sabal,8874,w riverside ave,,anytown,WA,00000,1,,,,,,,,,
757,0_3851,0_1571,justin,t,harrison,4738,altruria rd,,anytown,WA,00000,2020.0,0_1571,justin,t,harrison,4738,altruria rd,,anytown,WA,00000,1,,,,,,,,,
758,0_3851,0_1571,justin,t,harrison,4738,altruria rd,,anytown,WA,00000,2020.0,0_1571,justin,t,harrison,4738,altruria rd,,anytown,WA,00000,1,,,,,,,,,
759,0_3852,0_1571,kelly,j,cronin,4738,altruria rd,,anytown,WA,00000,2020.0,0_1571,kelly,j,cronin,4738,altruria rd,,anytown,WA,00000,1,,,,,,,,,
760,0_12113,0_4895,courtney,a,tercero,68,se highborne way,,anytown,WA,00000,2020.0,0_4895,cortny,a,tercero,68,se highborne way,,anytown,WA,00000,1,,,,,,,,,
761,0_18524,0_7449,bryan,j,perez,23,e 7t st,,anytown,WA,00000,2020.0,0_7449,bryan,j,perez,23,e 7th st,,anytown,WA,00000,1,,,,,,,,,
762,0_18525,0_7449,marisa,c,perez,23,e 7th st,,amytiwn,WA,00000,2020.0,0_7449,marisa,c,perez,23,e 7th st,,anytown,WA,00000,1,,,,,,,,,
763,0_18919,0_7612,jose,j,farah,22418,lenox prk pl,,anytown,WA,00000,2020.0,0_7612,jose,j,farah,22418,lenox prk pl,,anytown,WA,00000,1,,,,,,,,,
764,0_238,0_100,erik,r,pille,12815,kenworth rd,,anytown,WA,00000,2020.0,0_100,erik,r,pille,12815,kenworth rd,,anytown,WA,00000,1,,,,,,,,,
765,0_238,0_100,erik,r,pille,12815,kenworth rd,,anytown,WA,00000,2020.0,0_100,erik,r,pille,12815,kenworth rd,,anytown,WA,00000,1,,,,,,,,,
766,0_1391,0_558,carol,s,teske,201,remington green dr se,,anytown,WA,00000,2020.0,0_558,carol,s,teske,201,remington green dr se,,anytown,WA,00000,1,,,,,,,,,
767,0_11555,0_4670,loretta,s,weber,7909,talley street,,anytown,WA,00000,2020.0,0_4670,loretta,s,weber,7909,talley street,,anytown,WA,00000,1,,,,,,,,,
768,0_12076,0_4670,charles,j,hilton,7809,talley street,,anytown,WA,00000,2020.0,0_4670,charles,j,hilton,7909,talley street,,anytown,WA,00000,1,,,,,,,,,
769,0_12076,0_4670,charles,j,hilton,7809,talley street,,anytown,WA,00000,2020.0,0_4670,charles,j,hilton,7909,talley street,,anytown,WA,00000,1,,,,,,,,,
770,0_13396,0_5387,jack,k,reck,17701,e avenue,,anytown,WA,00000,2020.0,0_5387,jack,k,,17701,e avenue,,anytown,WA,00000,1,,,,,,,,,
771,0_13397,0_5387,victoria,p,reck,17701,e avenue,,anytown,WA,00000,2020.0,0_5387,victoria,p,reck,17701,e avenue,,anytown,WA,00000,1,,,,,,,,,
772,0_250,0_104,,a,arbuckle,2426,se twelve oaks st,,anytown,WA,00000,2020.0,0_104,bonnie,a,arbuckle,2426,se twelve oaks st,,anytown,WA,00000,1,,,,,,,,,
773,0_252,0_104,thomas,a,arbuckle,2426,se twelve oaks st,,anytown,WA,00000,2020.0,0_104,thomas,a,arbuckle,2426,se twelve oaks st,,anytown,WA,00000,1,,,,,,,,,
774,0_2042,0_827,brandon,m,reeder,6302,n carleton ave,,anytown,WA,00000,2020.0,0_827,brandon,m,reeder,6302,n carleton ave,,anytown,WA,00000,1,,,,,,,,,
775,0_2042,0_827,brandon,m,reeder,6302,n carleton ave,,anytown,WA,00000,2020.0,0_827,brandon,m,reeder,6302,n carleton ave,,,WA,00000,1,,,,,,,,,
776,0_2043,0_827,kristin,m,reeder,6302,n carleton ave,,anytown,WA,00000,2020.0,0_827,kristin,m,reeder,6302,n carleton ave,,anytown,WA,00000,1,,,,,,,,,
777,0_13394,0_5386,allen,s,killoran,25846,s 216th ave,,anytown,WA,00000,2020.0,0_5386,allen,s,killoran,25846,s 216th ave,,anytown,WA,00000,1,,,,,,,,,
778,0_13395,0_5386,samantha,k,killoran,25846,s 216th ave,,anytown,WA,00000,2020.0,0_5386,samantha,k,killoran,25846,s 216th ave,,anytown,WA,00000,1,,,,,,,,,
779,0_13395,0_5386,samantha,k,killoran,25846,s 216th ave,,anytown,WA,00000,2020.0,0_5386,samantha,k,killoran,25846,s 216th ave,,anytown,WA,00000,1,,,,,,,,,
780,0_17586,0_7081,peggy,m,simon,9,148th ave se,,anytown,WA,00000,2020.0,0_7081,peggy,m,simon,9,148th ave se,,anytown,WA,00000,1,,,,,,,,,
781,0_17586,0_7081,peggy,m,simon,9,148th ave se,,anytown,WA,00000,2020.0,0_7081,peggy,m,simon,9,148th ave se,,anytown,WA,00000,1,,,,,,,,,
782,0_17587,0_7081,leo,n,simon,9,148th ave se,,wnytowj,WA,00000,2020.0,0_7081,leo,n,simon,9,148th ave se,,anytown,WA,,1,,,,,,,,,
783,0_954,0_387,mary,s,payton,,glover rd,,anytown,WA,00000,2020.0,0_387,mary,s,payton,1842,glover rd,,anytown,WA,00000,1,,,,,,,,,
784,0_954,0_387,mary,s,payton,,glover rd,,anytown,WA,00000,2020.0,0_387,mary,s,payton,1842,glover rd,,anytown,WA,00000,1,,,,,,,,,
785,0_955,0_387,carlos,n,payton,1842,glover rd,,anytown,WA,00000,2020.0,0_387,carlos,n,payton,1842,glover rd,,anytown,WA,00000,1,,,,,,,,,
786,0_2211,0_890,vicki,j,bruffy,11443,se 139th ct,,anytown,WA,00000,2020.0,0_890,vicki,j,bruffy,11443,se 139th ct,,anytown,WA,00000,1,,,,,,,,,
787,0_2212,0_890,charles,b,bruffy,11443,se 139th ct,,anytown,WA,00000,2020.0,0_890,charles,b,bruffy,11443,se 139th ct,,anytown,WA,00000,1,,,,,,,,,
788,0_3095,0_107,lorna,c,branning,4114,se 26th ter,,anytown,WA,00000,2020.0,0_107,lorna,c,branning,4114,se 26th ter,,anytown,WA,00000,1,,,,,,,,,
789,0_3095,0_107,lorna,c,branning,4114,se 26th ter,,anytown,WA,00000,2020.0,0_107,lorna,c,branning,4114,se 26th ter,,anytown,WA,00000,1,,,,,,,,,
790,0_3725,0_1521,stephanie,m,gaspard,680,xroeder road,,anytown,WA,00000,2020.0,0_1521,stephanie,m,gaspard,680,schroeder road,,anytown,WA,00000,1,,,,,,,,,
791,0_3726,0_1521,geoffrey,j,gaspard,680,schroeder road,,anytown,WA,00000,2020.0,0_1521,,j,gaspard,680,sxahoeter road,,anytown,WA,00000,1,,,,,,,,,
792,0_4623,0_1887,mae,g,laubach,335,westwind way,,anytown,WA,00005,2020.0,0_4,mae,g,laubach,69,s hwy 701,,anytown,WA,00000,1,,,,,,,,,
793,0_4623,0_1887,mae,g,laubach,335,westwind way,,anytown,WA,00005,2020.0,0_4,mae,g,laubach,69,s hwy 701,,anytown,WA,00000,1,,,,,,,,,
794,0_4624,0_1887,ross,t,laubach,335,westwind way,,anytown,WA,00000,2020.0,0_1887,ross,t,laubach,335,westwind way,,anytown,WA,00000,1,,,,,,,,,
795,0_7292,0_2973,,b,mason,15504,n 27th st,,anytown,WA,00000,2020.0,0_2973,randal,b,mason,15504,n 27th st,,anytown,WA,00000,1,,,,,,,,,
796,0_7293,0_2973,jacquelyn,g,mason,15504,n 27th st,,anytown,WA,00000,2020.0,0_2973,jacquelyn,g,mason,15504,n 27th st,,anytown,WA,00000,1,,,,,,,,,
797,0_12992,0_5234,jeanette,m,marsh,2904,pine vw nw,,anytown,WA,00000,2020.0,0_5234,jeanette,m,marsh,2904,pine vw nw,,anytown,WA,00000,1,,,,,,,,,
798,0_12992,0_5234,jeanette,m,marsh,2904,pine vw nw,,anytown,WA,00000,2020.0,0_5234,jeanette,m,marsh,2904,pine vw nw,,anytown,WA,00000,1,,,,,,,,,
799,0_260,0_109,mary,s,hutchison,632,wunsche loop,,anytown,WA,00000,2020.0,0_109,molly,s,hutchison,632,wunsche loop,,anytown,WA,00000,1,,,,,,,,,
800,0_260,0_109,mary,s,hutchison,632,wunsche loop,,anytown,WA,00000,2020.0,0_109,mary,s,hutchison,632,wunsche loop,,anytown,WA,00000,1,,,,,,,,,
801,0_261,0_109,katie,m,hutchison,632,wunsche loop,,anytown,WA,,2020.0,0_109,katie,m,hutchison,632,wunsche loop,,anytown,WA,00000,1,,,,,,,,,
802,0_2458,0_986,michelle,m,gennaro,1432,erdman rd,,anytown,WA,00000,2020.0,0_986,michelle,m,gennaro,1432,erdman rd,,anytown,WA,00000,1,,,,,,,,,
803,0_7030,0_2866,lisa,g,,1730,lakeview way,,anytown,WA,0000o,2020.0,0_2866,elizabeth,g,moreno,1730,lakeview way,,anytown,WA,00000,1,,,,,,,,,
804,0_16010,0_6454,melissa,n,anderson,21410,chester st,,anytown,WA,00000,2020.0,0_6454,melissa,h,anderson,21410,chester st,,anytown,WA,00000,1,,,,,,,,,
805,0_16011,0_6454,marcus,j,anderson,21410,chester st,,anytown,WA,00000,2020.0,0_6454,marcus,j,anderson,21410,chester st,,anytown,WA,00000,1,,,,,,,,,
806,0_16857,0_6792,violet,r,puckett,2606,s west boones ferry roa,,anytown,WA,00000,2020.0,0_6792,violet,r,puckett,2606,s west boones ferry roa,,anytown,WA,00000,1,,,,,,,,,
807,0_16858,0_6792,james,r,puckett,2606,s west boones ferry roa,,anytown,WA,00000,2020.0,0_6792,james,r,puckett,2606,s west boones ferry roa,,anytown,WA,00000,1,,,,,,,,,
808,0_18678,0_7508,jodi,m,martian,963,scenic hls dr,,anytown,WA,00000,2020.0,0_7508,jodi,m,martian,963,scenic hls dr,,anydon,WA,00000,1,,,,,,,,,
809,0_18679,0_7508,william,r,martian,963,scenic hls dr,,anytown,WA,00000,2020.0,0_7508,william,r,martian,963,scenic hls dr,,anytown,WA,00000,1,,,,,,,,,
810,0_266,0_110,megan,s,mcknight,1093,n 37t st,,anytown,WA,00000,2020.0,0_110,megan,s,mcknight,1093,n 37th st,,anytown,WA,00000,1,,,,,,,,,
811,0_267,0_110,dillon,p,mcknight,1093,n 37th st,,anytown,WA,00000,2020.0,0_110,dillon,p,mcknight,1093,n 37th st,,anytown,WA,00000,1,,,,,,,,,
812,0_267,0_110,dillon,p,mcknight,1093,n 37th st,,anytown,WA,00000,2020.0,0_110,dillon,p,mcknight,1093,n 37th st,,anytown,WA,00000,1,,,,,,,,,
813,0_268,0_110,maggie,s,mcknight,1093,n 37th st,,anytown,WA,00000,2020.0,0_110,maggie,s,mcknight,1093,n 37th st,,anytown,WA,00000,1,,,,,,,,,
814,0_268,0_110,maggie,s,mcknight,1093,n 37th st,,anytown,WA,00000,2020.0,0_110,maggie,s,mcknight,1093,n 37th st,,anytown,WA,00000,1,,,,,,,,,
815,0_272,0_112,john,m,kelley,105,west 11 stre,,anytown,WA,,2020.0,0_112,john,m,kelley,105,west 11 stre,,anytown,WA,00000,1,,,,,,,,,
816,0_6952,0_2833,monica,m,ayers,6352,n 29th st,,anytown,WA,00000,2020.0,0_2833,monica,m,ayers,6352,n 29th st,,anytown,WA,00000,1,,,,,,,,,
817,0_6952,0_2833,monica,m,ayers,6352,n 29th st,,anytown,WA,00000,2020.0,0_2833,monica,m,ayers,6352,n 29th st,,anytown,WA,00000,1,,,,,,,,,
818,0_6953,0_2833,lonnie,k,ayers,6352,n 29th st,,anytown,WA,00000,2020.0,0_2833,lonnie,k,ayers,6352,n 29th st,,anytown,WA,00000,1,,,,,,,,,
819,0_11297,0_4574,adam,r,vazquez,734,charing street,,anytown,WA,00000,2020.0,0_4574,adam,r,vazquez,734,charing street,,anytown,WA,00000,1,,,,,,,,,
820,0_14379,0_5790,robert,d,thomas,2883,prairie wind trl,,anytown,WA,00000,2020.0,0_5790,robert,d,thomas,2883,prairie wind trl,,anytown,WA,00000,1,,,,,,,,,
821,0_14379,0_5790,robert,d,thomas,2883,prairie wind trl,,anytown,WA,00000,2020.0,0_5790,robert,d,thomas,2883,prairie wind trl,,anytown,WA,00000,1,,,,,,,,,
822,0_14380,0_5790,tyshawn,j,thomas,2883,prairie wind trl,,anytown,WA,00000,2020.0,0_5790,tyshawn,j,thomas,2883,prairie wind trl,,anytown,WA,00000,1,,,,,,,,,
823,0_14380,0_5790,tyshawn,j,thomas,2883,prairie wind trl,,anytown,WA,00000,2020.0,0_5790,tyshawn,k,thomas,2883,prairie wind trl,,anytown,WA,00000,1,,,,,,,,,
